Rule_name,Group,Rule_category,Type,Origin,Rule_enabled,Response,Creation_date,Modification_date,Rule_ID,uuid
A Scheduled Task Has Been Created in a Compromised Host,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:05:54.209Z,2019-08-14T19:05:54.209Z,134203,c6ebae53-e1b5-4810-8ab4-d5c1a494117e
A Service Has Been Installed in a Compromised Host,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:05:54.621Z,2019-08-14T19:05:54.621Z,134204,c1842fc4-d6ac-4b01-a539-fbaab58abab1
An Administrative share Has Been Accessed From a Compromised Machine,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:05:54.988Z,2019-08-14T19:05:54.988Z,134205,9c5b2cd4-3451-4a2d-a084-e7354485e1d7
Childless Process Launched/Spawned a Process,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:12.025Z,2019-08-14T19:06:12.025Z,134206,9bfb1792-b5d9-4c64-a12c-8728f7be07b1
Command Shell Started With a System Privileges,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:12.588Z,2019-08-14T19:06:12.588Z,134207,c73e4c90-c842-42cf-813d-35ac6c9cd051
Detected a Fileless UAC Bypass using Fodhelper,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:12.928Z,2019-08-14T19:06:12.928Z,134208,65a02feb-aeaf-4260-a6df-2831149068c0
Detected a Fileless UAC Bypass using sdclt,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:13.279Z,2019-08-14T19:06:13.279Z,134209,46cf6459-3434-412b-a7d8-5f01361f75d4
Detected a Fileless UAC Bypass using Windows Event Viewer,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:13.633Z,2019-08-14T19:06:13.633Z,134210,e759f192-1112-4a02-ae5e-866c61de30a4
Detected a Malicious Access to lsass Process,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:13.986Z,2019-08-14T19:06:13.986Z,134211,3e40f156-3212-41b0-88db-99d51d021720
Detected a Malicious Access to lsass Process from Unknown Call Trace,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:14.375Z,2019-08-14T19:06:14.375Z,134212,ad1832a6-5411-40f0-bd82-bcdc9c434328
Detected a Possible Credential Dumping Tool,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:14.870Z,2019-08-14T19:06:14.870Z,134213,30ec4655-2110-408e-a91c-deee4bb735e5
Detected a Possible Keylogger,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:15.266Z,2019-08-14T19:06:15.266Z,134214,37a6a6db-0269-4b93-8c66-a457f0ea90bf
Detected a Registry Dump For SAM or System Key,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:15.653Z,2019-08-14T19:06:15.653Z,134215,6947ca68-e07c-4ed6-9c81-9228eb494fa9
Detected a Remotely Executed Process over Multiple Hosts,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:16.071Z,2019-08-14T19:06:16.071Z,134216,b6f89bbc-8f78-498b-b410-059216917ec6
Detected a Remoting Service Connected to Lsass Pipe,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:16.532Z,2019-08-14T19:06:16.532Z,134217,944f1e22-aa44-456a-aaff-8ab2f3a78e3d
Detected a Scheduled Task over Multiple Hosts,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:17.084Z,2019-08-14T19:06:17.084Z,134218,51123e27-c305-4474-87a1-9e33560a1666
Detected a Service Binary Path Changed followed by a User or Group Added,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:17.535Z,2019-08-14T19:06:17.535Z,134219,76b2953b-1b12-421d-b824-652bcb8abcd9
Detected a Service Configured to Use a Pipe,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:17.905Z,2019-08-14T19:06:17.905Z,134220,b6509cf4-f770-47e5-b903-8e5160de3734
Detected a Service Configured to Use Powershell,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:18.325Z,2019-08-14T19:06:18.325Z,134221,26193f9c-7e91-454f-a877-f70b3b943123
Detected a Service with an Executable Binary Located in a Shared Folder,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:18.768Z,2019-08-14T19:06:18.768Z,134222,e4c7538f-de39-4696-929b-8d8553a24994
Detected a Successful Login From a Compromised Host Into Other Hosts,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:19.287Z,2019-08-14T19:06:19.287Z,134223,ab5cc4da-94fe-4a74-a9c1-a6a842590b20
Detected a Suspicious Svchost Process,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:19.757Z,2019-08-14T19:06:19.757Z,134224,9ff9190d-7275-4261-ac15-f17fc31f77b8
Detected an Unquoted Service Binary Path with Spaces,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:20.253Z,2019-08-14T19:06:20.253Z,134225,91b43e1a-de7e-4d5d-811b-4fbdad342ea0
Detected Excessive Execution of SC Command,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:20.651Z,2019-08-14T19:06:20.651Z,134226,12d7d9bc-7c6b-48c6-a767-321bd3838308
Detected Excessive Usage of System Tools From a Single Machine,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:21.099Z,2019-08-14T19:06:21.099Z,134227,69aa3994-7541-4b10-8258-fc222469b587
Detected Mimikatz Based on IMP Hash,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:21.564Z,2019-08-14T19:06:21.564Z,134228,9a33ff95-4189-408b-a9ab-5893d55a0891
Detected PsExec with a Different Process Name,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:22.031Z,2019-08-14T19:06:22.031Z,134229,e5fac633-f205-426e-b502-e03aa06c9237
Detected SMB Traffic From a Compromised Host Into Other Hosts,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:22.499Z,2019-08-14T19:06:22.499Z,134230,18965dc5-8ec2-4e32-beae-9b9ced6a9eeb
Excessive Denied SMB Traffic From a Compromised Host,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:23.057Z,2019-08-14T19:06:23.057Z,134231,54bd8219-f3a2-4aaa-b831-4db7befe0a44
Excessive Failed Attempts to Access a Network Shared Resource From a Compromised Host,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:23.478Z,2019-08-14T19:06:23.478Z,134232,5fb729ac-cdf4-4f1b-b961-b0bf7422a819
Excessive Failed Attempts to Access an Administrative Share From a Single source,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:24.018Z,2019-08-14T19:06:24.018Z,134233,550ffa5f-ae11-4662-bcd8-7e3238fb5cf8
Lsass Process Connected to a Pipe,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:46.536Z,2019-08-14T19:06:46.536Z,134234,0bb49c8b-1f86-4c60-838e-0730630c52d3
Possible Locky Ransomware detected based on rundll32 with qwerty argument,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:46.958Z,2019-08-14T19:06:46.958Z,134235,c5e7420c-4c7c-4cf1-b941-d3a7a96dfd62
Possible UAC Bypass - A Scheduled Task Has Been Configured to Run With Highest Privileges,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:47.352Z,2019-08-14T19:06:47.352Z,134236,b2d4ee9b-2365-4b70-98d3-d79afb683a0a
Powershell Has Been Launched in a Compromised Host,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:47.708Z,2019-08-14T19:06:47.708Z,134237,c803e1d5-e988-42ce-84bf-ad612d3be1c2
Powershell Malicious Usage Detected,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:48.152Z,2019-08-14T19:06:48.152Z,134238,5b33e57b-36da-49dc-ba63-908eac0b4bb3
Powershell Malicious Usage Detected with Encoded Command,Sysmon,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:06:48.567Z,2019-08-14T19:06:48.567Z,134239,19f01404-f1fc-41e1-a230-0f9449728c11
Powershell Script File Has Been Downloaded,Sysmon,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:06:48.926Z,2019-08-14T19:06:48.926Z,134240,aeae05e8-cf42-44b0-9da4-c275923c11ab
UBA : Data Loss Possible,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:40.924Z,2019-08-14T19:09:40.924Z,134241,d7d86fda-7d6b-4801-8750-3662701906a8
UBA : Detect Persistent SSH session,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:40.933Z,2019-08-14T19:09:40.933Z,134242,4ae0c2f1-0482-43e4-b8e4-cb8af5bb8932
UBA : Internet Settings Modified,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:41.772Z,2019-08-14T19:09:41.772Z,134247,1df839b3-516e-47c9-95ee-39e5beb025e3
UBA : Kerberos Account Enumeration Detected,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:41.823Z,2019-08-14T19:09:41.823Z,134248,7e20df72-d54c-4b7f-b199-f008eff7d6f0
UBA : Malware Activity - Registry Modified In Bulk,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:41.864Z,2019-08-14T19:09:41.864Z,134249,d04a3ef7-6e46-409a-8d1f-aa9c5381706f
UBA : Multiple Blocked File Transfers Followed by a File Transfer,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:42.159Z,2019-08-14T19:09:42.159Z,134250,335270bb-4630-4062-bc53-d690e949f6f3
UBA : Multiple VPN Accounts Failed Login from Single IP,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:42.245Z,2020-07-22T08:49:02.409Z,134251,26002ca9-95ed-4fa3-b839-603a7c243d04
UBA : Multiple VPN Accounts Logged In from Single IP,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:42.279Z,2019-08-14T19:09:42.279Z,134252,82e13de7-7a51-4680-a947-284e251c27c8
UBA : Netcat Process Detection (Linux),User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:42.623Z,2019-08-14T19:09:42.623Z,134253,99c774c5-bab8-493c-bacb-885a2e76ba25
UBA : Netcat Process Detection (Windows),User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:42.673Z,2019-08-14T19:09:42.673Z,134254,3e71fc47-5e91-4eb8-b1d8-4f65c218fbc5
UBA : Populate Multiple VPN Accounts Failed Login from Single IP,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:09:43.052Z,2019-08-14T19:09:43.052Z,134256,84dd2815-5c6b-4886-a833-90346c797279
UBA : Populate Multiple VPN Accounts Logged In from Single IP,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set",2019-08-14T19:09:43.168Z,2019-08-14T19:09:43.168Z,134257,985896fe-c242-4855-be71-3495ddab633d
UBA : Repeat Unauthorized Access,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:43.296Z,2019-08-14T19:09:43.296Z,134258,1738495a-cd09-47f8-b01d-a1a45bb1bfe0
UBA : Replication Request from a Non-Domain Controller,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:43.569Z,2019-08-14T19:09:43.569Z,134259,d5325cca-17db-4719-89b4-9d5c8e9f6e0b
UBA : Unauthorized Access,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.048Z,2019-08-14T19:09:44.048Z,134263,4fc4e273-d597-40d9-8b5a-69f87d9916dd
UBA : UNIX/Linux System Accessed With Service or Machine Account,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.327Z,2019-08-14T19:09:44.327Z,134264,82fe9b16-43d2-4b6b-b073-c2a027a2f0bf
UBA : User Access - Failed Access to Critical Assets,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.389Z,2019-08-14T19:09:44.389Z,134265,a47c7bca-8832-4722-986e-d5ddfe9d9022
UBA : User Access - First Access to Critical Assets,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Set, Add to a Reference Map Of Sets",2019-08-14T19:09:44.445Z,2019-08-14T19:09:44.445Z,134266,9cf78290-3eb3-46b9-b641-90f9e577b616
UBA : User Access from Multiple Locations,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.568Z,2019-08-14T19:09:44.568Z,134267,252cb1e2-350f-42b4-8bb0-aed236ec78f1
UBA : User Access Login Anomaly,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.727Z,2019-08-14T19:09:44.727Z,134268,3c88dd9b-dc45-4b23-8757-0ac8579d9c0d
UBA : User Accessing Account from Anonymous Source,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:44.857Z,2019-08-14T19:09:44.857Z,134269,e9401176-1424-4867-9e34-41ba9377dc4e
UBA : User Geography Change,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:45.617Z,2019-08-14T19:09:45.617Z,134272,8a8f5ae1-e158-42c7-b0e6-d53306cb12c8
"UBA : User Geography, Access from Unusual Locations",User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:45.742Z,2019-08-14T19:09:45.742Z,134273,da0ed9f4-7e91-4aa8-ad35-ecf6b9433859
"UBA : User Time, Access at Unusual Times",User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:45.834Z,2019-08-14T19:09:45.834Z,134274,48cd6174-3aa2-4c8b-9aba-b7d89b6f1700
UBA : Volume Shadow Copy Created,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:45.859Z,2019-08-14T19:09:45.859Z,134275,c7133c2b-70d0-4643-bb14-34dbb33392f8
UBA : VPN Access By Service or Machine Account,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:46.132Z,2020-07-22T08:51:23.809Z,134276,1633aadb-274b-4756-91da-8cc0032d8ec7
UBA : VPN Certificate Sharing,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:46.384Z,2019-08-14T19:09:46.384Z,134277,e991f009-b53f-46ff-a825-8fe7557d37ee
UBA : Windows Access with Service or Machine Account,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:09:46.713Z,2019-08-14T19:09:46.713Z,134278,6a2904a5-bcbd-4250-9ee9-0c4257342787
UBA : User Geography Map,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Add to a Reference Set, Add to a Reference Map",2019-08-14T19:09:47.059Z,2019-08-14T19:09:47.059Z,134279,506d5522-e6f5-4a7e-8640-eff5ba483ce1
UBA : Subject_CN and Username Map Update,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Add to a Reference Set, Add to a Reference Map",2019-08-14T19:09:47.581Z,2019-08-14T19:09:47.581Z,134280,dbc04200-8d49-4dc2-b302-8c49eab4238b
UBA : Subject_CN and Username Mapping,User Behavior Analytics,Custom Rule,EVENT,OVERRIDE,false,"Add to a Reference Set, Add to a Reference Map",2019-08-14T19:09:48.202Z,2019-08-14T19:09:48.202Z,134281,79c2c6e4-90f4-45a6-b83c-341566b3e91c
AWS Cloud: An EC2 Instance Has Been Created with Large Specifications,Amazon AWS,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:33.259Z,2019-08-14T19:12:33.259Z,134282,97aa9e00-b889-44a7-ba27-9b4c2b713542
AWS Cloud: Detected A Change To AWS Trail Logging Configurations,"Amazon AWS, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:33.670Z,2021-08-13T23:19:01.601Z,134283,11276002-a779-4f30-ae2e-a68cc87ae9df
AWS Cloud: Detected A Successful Login To AWS Console From Different Geographies,"Amazon AWS, Authentication, Compliance, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:34.049Z,2021-08-13T23:19:58.645Z,134284,f58e7849-3550-40db-94ba-09ee73d86e0a
AWS Cloud: Logs Have Been Deleted / Disabled or Stopped,"Amazon AWS, Compliance, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:34.431Z,2021-08-13T23:20:34.116Z,134285,8a278e0c-547d-48d2-9283-ef3858dc8214
AWS Cloud: Multiple Console Login Failures From Different Source IPs,"Amazon AWS, Suspicious, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:34.862Z,2021-08-13T23:21:02.862Z,134286,78f295c7-ad28-444f-be96-01699545f192
AWS Cloud: Multiple Console Login Failures from Same Source IP,"Amazon AWS, Authentication, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:35.297Z,2021-08-13T23:22:00.127Z,134287,bea097e2-b53e-4538-b984-7061e0edba99
AWS Cloud: Multiple Failed API Requests From Same Source IP,"Amazon AWS, Produccion, ALL",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:35.692Z,2022-02-15T19:00:55.204Z,134288,c4dbeeaf-9809-45be-886a-637cc873b9ab
AWS Cloud: Multiple Failed API Requests From The Same Username,"Amazon AWS, Produccion, ALL, Fravega",Custom Rule,EVENT,OVERRIDE,true,Dispatch New Event,2019-08-14T19:12:36.109Z,2022-03-07T13:22:31.041Z,134289,70439234-314b-4469-8014-ead68a3421b1
Chained Exploit Followed by Suspicious Events,Group ID: 100051,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:36.496Z,2019-08-14T19:12:36.496Z,134290,e31f4d04-df06-4b8c-8df7-89d1cc164fca
Communication with a web site known to be associated with the Russian business network,Threats,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:36.902Z,2019-08-14T19:12:36.902Z,134291,c2c0a660-f6d4-468f-9a0b-7739e85e2e4b
Communication with a web site known to be involved in botnet activity,Threats,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:37.329Z,2019-08-14T19:12:37.329Z,134292,5162ba67-737e-4c60-ac84-5aac33417c6f
Communication with a web site that is listed on a know blacklist or uses fast flux,Threats,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:37.746Z,2019-08-14T19:12:37.746Z,134293,4a14201c-36d8-40ae-8415-3e49b7c8244d
Connection to a Remote Proxy or Anonymization Service (Outbound),Threats,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:12:38.130Z,2019-08-14T19:12:38.130Z,134294,d8ada281-aa6f-4726-a4de-e4caa1fce58b
Database Attempted Configuration Modification by a remote host,"Group ID: 100049, Compliance",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:13.534Z,2019-08-14T19:14:13.534Z,134295,4d7cb045-44a6-4f82-a957-30839a575733
Database Concurrent Logins from Multiple Locations,"Group ID: 100049, Compliance",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:14.002Z,2019-08-14T19:14:14.002Z,134296,46f006d1-4b67-4088-8148-8318472f413b
Database Failures Followed by User Changes,"Group ID: 100051, Compliance",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:14.512Z,2019-08-14T19:14:14.512Z,134297,609b92fe-c6ff-4842-83d4-01b346b25afd
Database Groups Changed from Remote Host,"Group ID: 100049, Compliance",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:15.008Z,2019-08-14T19:14:15.008Z,134298,c334220a-c358-4a7b-9c82-154d6071b0c8
Database Remote Login Failure,"Compliance, Recon",Custom Rule,EVENT,OVERRIDE,false,,2019-08-14T19:14:15.482Z,2019-08-14T19:14:15.482Z,134299,41eca3aa-468b-4fb5-9a62-e7c4f0b15ba2
Database Remote Login Success,Compliance,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:15.929Z,2019-08-14T19:14:15.929Z,134300,5b897439-1744-4906-b650-21cf4de3e667
Database User Rights Changed from Remote Host,"Group ID: 100049, Compliance",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:16.330Z,2019-08-14T19:14:16.330Z,134301,d84f99e5-a802-4bd9-b2cd-cc3be2661e50
DDoS Attack Detected,D\DoS,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:16.771Z,2019-08-14T19:14:16.771Z,134302,87a7ba6f-2d13-4493-8221-c710a8fe8432
DDoS Events with High Magnitude Become Offenses,D\DoS,Custom Rule,EVENT,OVERRIDE,false,,2019-08-14T19:14:17.194Z,2019-08-14T19:14:17.194Z,134303,0ade1d53-d0be-4ab0-92fc-35df9f2ff0fa
Destination Vulnerable to Detected Exploit,"Group ID: 100051, Exploit",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:17.626Z,2019-08-14T19:14:17.626Z,134304,8c12ca73-605d-4276-99bf-5a49b5be20e7
Detected a Cryptocurrency Mining Activity Based on File Hash,"Cryptocurrency Mining, Threats",Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:18.092Z,2019-08-14T19:14:18.092Z,134305,ca75f00e-a638-4996-8d46-49f8eb328549
Detected a Cryptocurrency Mining Activity Based on Process Command Line,"Cryptocurrency Mining, Threats",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:18.512Z,2019-08-14T19:14:18.512Z,134306,91219963-87be-4915-a516-a8dcf79dbe76
Detected a Cryptocurrency Mining Activity Based on Threat Name,"Cryptocurrency Mining, Threats",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:18.946Z,2019-08-14T19:14:18.946Z,134307,2ca17406-7b5d-49d6-ab5d-6052954d1ea8
Detected a Cryptocurrency Mining Process,"Cryptocurrency Mining, Threats",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:19.374Z,2019-08-14T19:14:19.374Z,134308,ff6af8cc-c0af-4391-833a-c91f5fd5b5a5
Detected a Successful Communication to Cryptocurrency Mining Host,"Cryptocurrency Mining, Threats",Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:19.784Z,2019-08-14T19:14:19.784Z,134309,de9faf1f-02a8-40fd-918d-c24f168b97a2
Detected In-Browser Cryptojacking based on Loaded Javascript File Hash,"Cryptocurrency Mining, Threats",Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:20.183Z,2019-08-14T19:14:20.183Z,134310,be379585-c2a7-4017-8231-49c41b709e04
Detected In-Browser Cryptojacking based on Loaded Javascript File Name,"Cryptocurrency Mining, Threats",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:20.694Z,2019-08-14T19:14:20.694Z,134311,fa99d62e-752c-4791-b7ac-e89418a5f1a3
DoS Events with High Magnitude Become Offenses,D\DoS,Custom Rule,EVENT,OVERRIDE,false,,2019-08-14T19:14:21.851Z,2019-08-14T19:14:21.851Z,134312,514c0135-904a-4def-957d-4968acc80aea
Excessive Database Connections,"Anomaly, Recon",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:22.259Z,2019-08-14T19:14:22.259Z,134313,22e8e9eb-e3c3-4243-b48c-88c4398f4e9f
Exploit Attempt Followed By Cryptocurrency Mining Activity,"Cryptocurrency Mining, Threats",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:22.709Z,2019-08-14T19:14:22.709Z,134314,211011e1-56de-482c-9c6b-33f036e16ddd
Exploit/Malware Events Across Multiple Destinations,Group ID: 100051,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:23.122Z,2019-08-14T19:14:23.122Z,134315,0e0b5533-76e9-4fb4-8fcd-87e51c78b33d
Exploit: Destination Vulnerable to Detected Exploit on a Different Port,"Group ID: 100051, Exploit",Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:23.530Z,2019-08-14T19:14:23.530Z,134316,91538878-2799-4dd7-b62e-9ce08a702c18
Exploits Events with High Magnitude Become Offenses,Group ID: 100051,Custom Rule,EVENT,OVERRIDE,false,,2019-08-14T19:14:23.942Z,2019-08-14T19:14:23.942Z,134317,5517c31a-4fd1-4d42-99c5-5bfb03a0abec
Failed Communication to a Malicious Website,Threats,Custom Rule,EVENT,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:24.351Z,2019-08-14T19:14:24.351Z,134318,68b18b03-a2d9-4d76-ba20-259aed19afcb
First-Time User Access to Critical Asset,"Anomaly, Authentication, Malware",Custom Rule,EVENT,OVERRIDE,false,"Dispatch New Event, Add to a Reference Map Of Sets",2019-08-14T19:14:24.755Z,2019-08-14T19:14:24.755Z,134319,8395a4d3-c96b-4791-8d33-b6f9c1919eed
Flow Source Stopped Sending Flows,System,Custom Rule,FLOW,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:25.182Z,2019-08-14T19:14:25.182Z,134320,1878b332-d93f-4f18-a2c7-4442dcc11c21
Host Port Scan Detected by Remote Host,Recon,Custom Rule,COMMON,OVERRIDE,false,Dispatch New Event,2019-08-14T19:14:26.375Z,2019-08-14T19:14:26.375Z,134321,ac827bfb-607c-4650-a45a-93a96297d1a0
